Customer ID,Recency,Frequency,Monetary,Cluster,Segment
13841,252,1,85.0,4,Lost customer
13843,380,1,319.75,4,Lost customer
13844,10,1,361.62,3,New customer
13845,64,1,312.98,3,New customer
13846,24,4,1307.79,0,Potential loyalists
13847,719,1,310.72,4,Lost customer
13848,91,8,3015.0,1,Loyal customers
13849,51,5,3469.3,1,Loyal customers
13850,128,1,1595.48,5,At risk
13851,95,8,4606.46,2,Champions
13852,610,1,187.35000000000002,4,Lost customer
13853,56,1,1090.14,0,Potential loyalists
13855,500,4,1310.3400000000001,0,Potential loyalists
13856,168,11,1142.03,0,Potential loyalists
13857,392,6,1001.01,0,Potential loyalists
13858,56,1,216.17,3,New customer
13859,325,2,515.86,3,New customer
13860,0,5,1245.9,0,Potential loyalists
13861,428,2,273.26,4,Lost customer
13862,17,9,2556.09,1,Loyal customers
13863,247,4,1239.55,0,Potential loyalists
13864,386,1,662.4000000000001,0,Potential loyalists
13865,57,4,501.56,3,New customer
13866,73,1,145.67000000000002,3,New customer
13867,30,3,1005.09,0,Potential loyalists
13868,6,2,3192.54,1,Loyal customers
13872,526,3,919.57,0,Potential loyalists
13873,119,8,1038.92,0,Potential loyalists
13874,357,7,2049.15,5,At risk
13876,63,1,122.7,3,New customer
13877,85,3,449.68,3,New customer
13878,54,4,2416.9,1,Loyal customers
13879,645,1,395.5,4,Lost customer
13882,2,5,1191.13,0,Potential loyalists
13884,6,10,1825.03,5,At risk
13885,188,2,506.8,3,New customer
13886,70,1,243.56,3,New customer
13887,203,1,349.55,3,New customer
13888,119,7,2001.59,5,At risk
13889,92,6,1991.23,5,At risk
13891,377,3,859.21,0,Potential loyalists
13892,26,6,1267.6499999999999,0,Potential loyalists
13893,297,1,821.1,0,Potential loyalists
13894,23,3,564.62,3,New customer
13895,27,6,4008.52,2,Champions
13896,625,1,388.55,4,Lost customer
13897,49,3,1160.72,0,Potential loyalists
13898,325,2,686.4,0,Potential loyalists
13899,15,2,388.52,3,New customer
13900,182,6,1610.59,5,At risk
13903,399,1,165.45000000000002,4,Lost customer
13904,36,2,332.64,3,New customer
13905,732,1,312.65,4,Lost customer
13906,408,1,42.0,4,Lost customer
13907,691,1,136.8,4,Lost customer
13908,79,4,2369.55,1,Loyal customers
13909,422,2,282.85,4,Lost customer
13912,423,1,124.95,4,Lost customer
13913,506,1,42.22,4,Lost customer
13914,11,2,626.45,3,New customer
13915,393,1,70.80000000000001,4,Lost customer
13916,463,4,1275.81,0,Potential loyalists
13917,49,2,272.04,3,New customer
13918,49,2,1212.8400000000001,0,Potential loyalists
13919,58,4,1360.68,0,Potential loyalists
13920,431,4,1774.68,5,At risk
13921,401,4,730.7,0,Potential loyalists
13922,351,3,865.2,0,Potential loyalists
13923,53,1,351.13,3,New customer
13924,1,6,1838.8500000000001,5,At risk
13925,92,4,678.25,3,New customer
13926,22,1,223.85000000000002,3,New customer
13927,74,2,708.26,0,Potential loyalists
13928,10,4,464.57,3,New customer
13929,168,11,3494.1,1,Loyal customers
13930,57,2,337.34,3,New customer
13932,294,1,307.4,3,New customer
13933,108,2,608.7900000000001,3,New customer
13934,263,1,922.1,0,Potential loyalists
13936,179,3,939.66,0,Potential loyalists
13937,168,2,880.13,0,Potential loyalists
13938,34,1,71.66,3,New customer
13939,22,7,1560.96,5,At risk
13940,16,4,839.14,0,Potential loyalists
13942,534,1,320.0,4,Lost customer
13943,577,1,246.54,4,Lost customer
13944,652,1,200.43,4,Lost customer
13945,394,2,854.15,0,Potential loyalists
13946,78,6,1876.23,5,At risk
13947,64,1,90.6,3,New customer
13948,360,4,548.76,4,Lost customer
13949,2,6,2427.32,1,Loyal customers
13950,10,4,745.06,0,Potential loyalists
13951,175,3,674.45,3,New customer
13954,1,2,439.92,3,New customer
13955,153,3,544.0699999999999,3,New customer
13956,4,5,1019.27,0,Potential loyalists
13957,417,3,458.25,4,Lost customer
13958,379,8,4709.2300000000005,2,Champions
13959,78,6,1064.77,0,Potential loyalists
13960,20,2,230.22,3,New customer
13961,391,1,538.4,4,Lost customer
13962,21,3,362.8,3,New customer
13964,386,2,438.9,4,Lost customer
13965,476,3,996.61,0,Potential loyalists
13966,434,1,384.26,4,Lost customer
13967,145,2,166.3,3,New customer
13968,422,1,123.66,4,Lost customer
13970,385,2,846.55,0,Potential loyalists
13972,70,2,190.25,3,New customer
13973,286,1,264.7,3,New customer
13974,48,2,677.72,3,New customer
13976,206,4,1192.36,0,Potential loyalists
13977,410,1,519.8100000000001,4,Lost customer
13978,14,2,196.79000000000002,3,New customer
13979,72,7,3379.93,1,Loyal customers
13980,59,5,768.82,0,Potential loyalists
13981,415,1,331.14,4,Lost customer
13982,38,9,3954.29,2,Champions
13986,16,1,320.46,3,New customer
13987,379,2,682.54,0,Potential loyalists
13988,19,8,4757.8,2,Champions
13989,65,5,2026.06,5,At risk
13990,212,1,311.3,3,New customer
13991,11,6,852.88,0,Potential loyalists
13992,29,3,219.5,3,New customer
13994,3,6,2274.14,5,At risk
13996,385,2,895.76,0,Potential loyalists
13997,518,3,376.46,4,Lost customer
13998,446,3,566.7,4,Lost customer
14000,210,5,2046.3400000000001,5,At risk
14001,45,9,4228.85,2,Champions
14002,133,2,529.73,3,New customer
14003,732,1,209.41,4,Lost customer
14005,9,5,2874.72,1,Loyal customers
14006,115,7,2196.67,5,At risk
14007,512,1,79.48,4,Lost customer
14008,431,1,509.04,4,Lost customer
14009,197,3,1099.91,0,Potential loyalists
14010,564,2,445.15,4,Lost customer
14011,479,2,457.82,4,Lost customer
14012,277,1,328.8,3,New customer
14013,109,5,1084.57,0,Potential loyalists
14014,76,3,1948.21,5,At risk
14015,52,1,917.34,0,Potential loyalists
14017,570,1,229.75,4,Lost customer
14018,644,1,367.15000000000003,4,Lost customer
14019,46,3,1421.61,5,At risk
14020,16,4,1249.01,0,Potential loyalists
14021,154,7,1716.58,5,At risk
14022,224,2,792.15,0,Potential loyalists
14023,6,2,584.07,3,New customer
14024,121,3,645.74,3,New customer
14025,464,8,4057.9,2,Champions
14026,470,2,713.11,0,Potential loyalists
14027,60,1,104.82,3,New customer
14029,62,2,467.66,3,New customer
14033,554,1,109.44,4,Lost customer
14034,21,3,648.89,3,New customer
14035,28,9,2794.75,1,Loyal customers
14036,284,1,626.65,3,New customer
14037,175,6,836.95,0,Potential loyalists
14038,77,5,3069.88,1,Loyal customers
14039,32,2,267.28000000000003,3,New customer
14041,265,1,141.41,4,Lost customer
14042,724,1,431.98,4,Lost customer
14043,490,2,302.6,4,Lost customer
14044,26,10,3077.7,1,Loyal customers
14046,283,1,154.99,4,Lost customer
14048,304,3,748.69,0,Potential loyalists
14050,31,2,746.36,0,Potential loyalists
14052,19,2,466.66,3,New customer
14053,123,4,572.3,3,New customer
14054,64,1,92.46,3,New customer
14055,105,3,1520.96,5,At risk
14058,462,2,469.19,4,Lost customer
14059,266,1,183.6,3,New customer
14061,506,3,917.4300000000001,0,Potential loyalists
14065,388,3,891.02,0,Potential loyalists
14066,266,1,152.55,4,Lost customer
14067,63,2,374.7,3,New customer
14068,319,4,1516.72,5,At risk
14069,514,2,225.81,4,Lost customer
14070,684,1,321.6,4,Lost customer
14071,3,8,1437.57,5,At risk
14072,666,1,390.85,4,Lost customer
14073,31,1,151.04,3,New customer
14074,622,1,219.39999999999998,4,Lost customer
14075,4,6,1734.87,5,At risk
14076,128,1,118.67,3,New customer
14077,40,6,615.0799999999999,3,New customer
14078,101,9,1553.47,5,At risk
14079,124,2,618.73,3,New customer
14080,32,5,1115.68,0,Potential loyalists
14081,301,10,4867.57,2,Champions
14082,364,2,413.36,4,Lost customer
14083,3,11,1082.19,0,Potential loyalists
14084,511,1,150.5,4,Lost customer
14086,462,1,39.95,4,Lost customer
14087,2,3,829.47,0,Potential loyalists
14089,56,1,158.75,3,New customer
14090,324,1,76.32000000000001,4,Lost customer
14093,11,1,433.86,3,New customer
14094,439,1,311.77,4,Lost customer
14095,722,1,2.95,4,Lost customer
14097,480,2,422.85999999999996,4,Lost customer
14098,36,1,147.35,3,New customer
14100,137,1,191.95000000000002,3,New customer
14102,4,5,1105.8799999999999,0,Potential loyalists
14104,154,5,743.53,0,Potential loyalists
14106,736,1,214.79999999999998,4,Lost customer
14107,51,11,4877.3,2,Champions
14108,30,4,1044.96,0,Potential loyalists
14109,72,1,144.2,3,New customer
14111,13,4,692.85,3,New customer
14114,273,7,1364.09,0,Potential loyalists
14115,501,2,622.6700000000001,4,Lost customer
14116,19,5,1382.74,0,Potential loyalists
14117,143,1,90.0,3,New customer
14118,428,1,458.45,4,Lost customer
14119,375,2,183.37,4,Lost customer
14121,3,4,2780.15,1,Loyal customers
14122,405,3,362.42,4,Lost customer
14123,732,1,436.18,4,Lost customer
14124,83,1,419.58000000000004,3,New customer
14125,10,3,2720.63,1,Loyal customers
14126,7,4,1172.46,0,Potential loyalists
14127,122,6,1900.0800000000002,5,At risk
14128,60,3,924.21,0,Potential loyalists
14129,1,9,2591.34,1,Loyal customers
14130,318,4,1858.77,5,At risk
14131,648,1,168.22,4,Lost customer
14132,1,11,3586.0299999999997,2,Champions
14133,129,4,911.14,0,Potential loyalists
14136,400,5,1570.81,5,At risk
14137,695,1,332.7,4,Lost customer
14138,1,2,965.8800000000001,0,Potential loyalists
14139,45,4,1086.8,0,Potential loyalists
14140,3,2,935.05,0,Potential loyalists
14141,2,4,915.13,0,Potential loyalists
14142,372,2,671.34,0,Potential loyalists
14143,133,1,115.8,3,New customer
14144,485,1,30.599999999999998,4,Lost customer
14147,77,9,2590.2,1,Loyal customers
14148,233,2,466.29,3,New customer
14149,220,1,446.62,3,New customer
14150,35,2,658.64,3,New customer
14151,672,2,679.45,4,Lost customer
14152,74,7,1997.3400000000001,5,At risk
14153,482,1,233.4,4,Lost customer
14155,265,1,118.75,4,Lost customer
14157,19,5,978.69,0,Potential loyalists
14158,39,1,507.66,3,New customer
14161,215,7,2996.93,1,Loyal customers
14162,173,2,289.36,3,New customer
14163,86,5,2594.62,1,Loyal customers
14164,70,2,1631.77,5,At risk
14165,275,1,120.44,4,Lost customer
14166,504,2,251.15,4,Lost customer
14167,38,8,1274.29,0,Potential loyalists
14168,420,2,370.45,4,Lost customer
14169,430,2,621.51,4,Lost customer
14170,374,3,570.18,4,Lost customer
14171,97,2,498.79,3,New customer
14172,604,3,369.02,4,Lost customer
14173,10,6,586.0,3,New customer
14174,32,1,134.46,3,New customer
14176,296,5,756.46,0,Potential loyalists
14178,8,7,1600.26,5,At risk
14179,40,2,701.57,0,Potential loyalists
14181,410,2,308.35,4,Lost customer
14182,443,4,678.77,4,Lost customer
14183,410,2,278.34000000000003,4,Lost customer
14184,66,1,452.89,3,New customer
14185,330,1,197.65,4,Lost customer
14186,426,5,1550.63,5,At risk
14187,473,1,123.5,4,Lost customer
14188,30,6,2054.36,5,At risk
14190,665,1,79.9,4,Lost customer
14192,387,1,293.74,4,Lost customer
14193,67,3,1210.19,0,Potential loyalists
14195,201,6,2615.6,1,Loyal customers
14196,106,1,335.52,3,New customer
14197,410,1,390.05,4,Lost customer
14198,17,9,1569.73,5,At risk
14199,217,4,1091.7,0,Potential loyalists
14200,616,1,379.2,4,Lost customer
14201,59,10,1193.54,0,Potential loyalists
14202,380,3,847.76,0,Potential loyalists
14203,396,1,339.34,4,Lost customer
14204,1,4,1024.83,0,Potential loyalists
14205,16,9,2414.2,1,Loyal customers
14206,238,3,1185.01,0,Potential loyalists
14207,687,1,157.8,4,Lost customer
14208,94,2,567.05,3,New customer
14212,89,2,2190.14,5,At risk
14213,404,1,1192.2,0,Potential loyalists
14214,30,5,1004.38,0,Potential loyalists
14215,11,9,3250.33,1,Loyal customers
14216,2,5,2150.04,5,At risk
14218,42,1,169.48000000000002,3,New customer
14219,3,3,633.83,3,New customer
14220,246,4,1515.0,5,At risk
14222,176,1,683.17,0,Potential loyalists
14223,91,3,991.13,0,Potential loyalists
14224,109,9,1841.71,5,At risk
14225,434,4,2031.07,5,At risk
14226,28,6,2985.13,1,Loyal customers
14228,437,3,745.5,0,Potential loyalists
14229,51,7,2594.04,1,Loyal customers
14230,435,3,979.8000000000001,0,Potential loyalists
14231,183,4,1235.6200000000001,0,Potential loyalists
14232,42,5,2048.07,5,At risk
14233,48,7,2904.27,1,Loyal customers
14234,21,4,754.12,0,Potential loyalists
14235,74,9,4717.99,2,Champions
14236,80,5,1555.34,5,At risk
14237,372,2,471.14,4,Lost customer
14238,325,3,434.23,3,New customer
14240,29,3,1247.49,0,Potential loyalists
14241,183,2,333.70000000000005,3,New customer
14242,234,2,280.55,3,New customer
14244,660,1,366.41999999999996,4,Lost customer
14245,219,2,1693.45,5,At risk
14246,110,3,1474.06,5,At risk
14247,277,5,753.56,0,Potential loyalists
14248,317,3,1032.95,0,Potential loyalists
14250,6,3,1904.05,5,At risk
14251,1,5,2879.7000000000003,1,Loyal customers
14252,380,1,350.99,4,Lost customer
14253,492,2,363.40000000000003,4,Lost customer
14254,432,1,601.03,4,Lost customer
14255,545,1,1000.63,0,Potential loyalists
14256,259,5,2460.79,1,Loyal customers
14259,141,1,120.0,3,New customer
14260,470,3,824.28,0,Potential loyalists
14261,50,2,1163.45,0,Potential loyalists
14262,7,8,2618.23,1,Loyal customers
14263,422,1,322.93,4,Lost customer
14264,154,6,1517.3600000000001,5,At risk
14265,108,4,1373.35,0,Potential loyalists
14266,427,1,40.56,4,Lost customer
14267,162,3,1516.24,5,At risk
14268,470,1,354.85,4,Lost customer
14269,438,1,295.73,4,Lost customer
14270,331,1,492.65000000000003,3,New customer
14271,225,2,214.18,3,New customer
14272,73,4,920.81,0,Potential loyalists
14273,50,4,559.97,3,New customer
14274,685,1,256.6,4,Lost customer
14275,395,6,1189.3799999999999,0,Potential loyalists
14276,98,7,2102.68,5,At risk
14278,409,1,205.83,4,Lost customer
14279,520,2,191.86,4,Lost customer
14280,196,1,134.04,3,New customer
14281,407,1,245.15,4,Lost customer
14283,462,4,628.4399999999999,4,Lost customer
14284,30,3,1299.65,0,Potential loyalists
14285,20,8,3284.42,1,Loyal customers
14287,7,3,176.63,3,New customer
14288,212,1,426.6,3,New customer
14289,8,6,911.26,0,Potential loyalists
14290,10,8,4516.56,2,Champions
14293,2,9,2903.01,1,Loyal customers
14294,406,1,375.34,4,Lost customer
14295,39,5,2362.91,1,Loyal customers
14296,420,2,456.40000000000003,4,Lost customer
14297,17,4,1305.33,0,Potential loyalists
14300,18,1,43.2,3,New customer
14301,116,4,1992.18,5,At risk
14302,430,3,742.9000000000001,0,Potential loyalists
14303,406,2,277.94,4,Lost customer
14304,222,3,1725.01,5,At risk
14305,70,3,1858.96,5,At risk
14306,50,6,3151.4,1,Loyal customers
14307,88,10,4287.92,2,Champions
14308,548,2,1147.02,0,Potential loyalists
14309,7,11,3780.81,2,Champions
14310,432,1,492.1,4,Lost customer
14311,242,2,516.45,3,New customer
14312,46,11,3090.29,1,Loyal customers
14314,106,2,229.8,3,New customer
14315,44,8,3197.82,1,Loyal customers
14316,421,5,1370.34,0,Potential loyalists
14317,64,1,508.58000000000004,3,New customer
14318,459,1,158.02,4,Lost customer
14319,423,1,494.85,4,Lost customer
14320,206,5,1346.75,0,Potential loyalists
14321,10,7,2218.06,5,At risk
14322,428,4,474.1,4,Lost customer
14323,114,2,605.0600000000001,3,New customer
14324,409,2,701.61,0,Potential loyalists
14325,569,1,245.48000000000002,4,Lost customer
14326,241,3,940.98,0,Potential loyalists
14327,162,6,1894.93,5,At risk
14328,437,1,445.05,4,Lost customer
14330,623,1,200.63,4,Lost customer
14331,123,2,462.65999999999997,3,New customer
14332,22,5,1917.41,5,At risk
14333,67,1,415.2,3,New customer
14335,15,2,454.86,3,New customer
14336,16,4,1614.91,5,At risk
14338,160,3,928.1,0,Potential loyalists
14339,242,2,620.27,3,New customer
14340,218,1,134.7,3,New customer
14342,20,6,918.44,0,Potential loyalists
14343,420,4,1079.66,0,Potential loyalists
14345,38,1,108.97999999999999,3,New customer
14346,120,5,2315.75,5,At risk
14347,736,1,82.6,4,Lost customer
14348,259,1,409.57,3,New customer
14349,9,1,133.5,3,New customer
14350,273,3,972.03,0,Potential loyalists
14351,164,1,51.0,3,New customer
14352,156,4,1078.96,0,Potential loyalists
14353,214,3,376.5,3,New customer
14354,5,2,163.62,3,New customer
14355,365,3,840.0500000000001,0,Potential loyalists
14356,79,2,701.23,0,Potential loyalists
14357,42,1,225.12,3,New customer
14358,388,2,400.06,4,Lost customer
14359,18,3,912.18,0,Potential loyalists
14360,31,4,2118.03,5,At risk
14361,578,1,214.70999999999998,4,Lost customer
14362,21,1,151.5,3,New customer
14363,401,2,227.47000000000003,4,Lost customer
14364,108,8,3717.35,2,Champions
14365,394,2,634.68,4,Lost customer
14366,524,1,136.0,4,Lost customer
14368,319,1,155.0,4,Lost customer
14369,641,2,469.13,4,Lost customer
14370,450,6,1175.78,0,Potential loyalists
14371,294,1,100.5,4,Lost customer
14372,442,2,860.08,0,Potential loyalists
14373,357,1,76.55,4,Lost customer
14374,540,1,108.0,4,Lost customer
14375,184,3,1106.82,0,Potential loyalists
14376,682,1,215.46,4,Lost customer
14377,190,2,617.05,3,New customer
14378,621,1,131.25,4,Lost customer
14379,43,4,1265.16,0,Potential loyalists
14380,681,1,48.96,4,Lost customer
14381,51,2,625.9399999999999,3,New customer
14382,25,2,1193.6299999999999,0,Potential loyalists
14383,37,3,1247.69,0,Potential loyalists
14384,500,1,58.5,4,Lost customer
14385,8,3,202.11,3,New customer
14386,296,1,142.4,4,Lost customer
14387,32,3,1727.6,5,At risk
14389,64,5,1898.01,5,At risk
14391,576,1,135.6,4,Lost customer
14392,431,1,266.4,4,Lost customer
14393,217,1,67.95,3,New customer
14394,564,1,93.8,4,Lost customer
14396,64,7,1969.38,5,At risk
14398,400,2,707.79,0,Potential loyalists
14399,393,8,2108.21,5,At risk
14400,148,3,1732.47,5,At risk
14402,651,1,285.6,4,Lost customer
14403,129,6,1880.51,5,At risk
14405,386,1,195.0,4,Lost customer
14406,118,1,156.75,3,New customer
14407,106,6,2157.73,5,At risk
14408,10,11,4102.27,2,Champions
14409,70,9,3427.29,1,Loyal customers
14410,91,11,2631.9,1,Loyal customers
14411,310,1,1063.0,0,Potential loyalists
14412,42,3,1426.19,5,At risk
14413,361,4,764.52,0,Potential loyalists
14414,91,8,2399.33,1,Loyal customers
14416,21,2,490.22,3,New customer
14417,387,1,524.65,4,Lost customer
14418,3,3,1937.25,5,At risk
14419,10,7,1254.64,0,Potential loyalists
14420,98,4,1639.17,5,At risk
14421,56,6,2469.37,1,Loyal customers
14423,217,3,916.6099999999999,0,Potential loyalists
14424,17,1,322.08,3,New customer
14425,434,3,661.39,4,Lost customer
14427,49,4,1263.52,0,Potential loyalists
14428,6,5,1224.06,0,Potential loyalists
14429,403,1,516.28,4,Lost customer
14430,511,3,1220.9,0,Potential loyalists
14431,302,4,2614.2,1,Loyal customers
14432,9,6,2248.5,5,At risk
14433,465,1,280.7,4,Lost customer
14434,21,6,1372.8,0,Potential loyalists
14435,501,1,90.42,4,Lost customer
14436,98,2,271.70000000000005,3,New customer
14437,365,5,873.34,0,Potential loyalists
14438,305,1,131.9,4,Lost customer
14441,0,11,4611.6900000000005,2,Champions
14443,53,5,2082.97,5,At risk
14444,455,1,120.44,4,Lost customer
14445,455,1,221.65,4,Lost customer
14446,0,5,1200.28,0,Potential loyalists
14447,18,6,1711.73,5,At risk
14448,8,2,375.35,3,New customer
14449,18,8,2230.96,5,At risk
14450,180,7,1128.44,0,Potential loyalists
14452,10,4,658.95,3,New customer
14453,189,1,119.93,3,New customer
14454,375,5,977.3,0,Potential loyalists
14455,431,4,617.72,4,Lost customer
14456,4,9,3017.28,1,Loyal customers
14457,310,1,113.64,4,Lost customer
14458,380,1,228.07,4,Lost customer
14460,109,9,1093.5,0,Potential loyalists
14463,97,4,786.5699999999999,0,Potential loyalists
14464,567,2,111.0,4,Lost customer
14465,246,11,3925.85,2,Champions
14468,733,1,204.24,4,Lost customer
14469,415,4,2093.46,5,At risk
14470,11,3,712.04,0,Potential loyalists
14471,590,2,400.95,4,Lost customer
14472,103,9,2118.72,5,At risk
14473,73,2,234.34000000000003,3,New customer
14474,45,2,1258.8899999999999,0,Potential loyalists
14475,71,4,1151.15,0,Potential loyalists
14476,256,1,193.0,3,New customer
14477,19,7,1969.6,5,At risk
14478,381,4,1276.66,0,Potential loyalists
14479,253,4,1124.71,0,Potential loyalists
14480,10,4,1299.52,0,Potential loyalists
14481,164,5,2284.69,5,At risk
14483,281,2,257.1,3,New customer
14484,49,4,1070.98,0,Potential loyalists
14485,38,1,162.8,3,New customer
14486,511,2,175.5,4,Lost customer
14487,26,7,1266.27,0,Potential loyalists
14488,67,1,1064.28,0,Potential loyalists
14489,206,4,1574.93,5,At risk
14490,405,2,1273.47,0,Potential loyalists
14491,174,2,340.93,3,New customer
14492,429,7,1921.91,5,At risk
14493,6,10,5087.86,2,Champions
14494,25,3,401.46,3,New customer
14495,50,3,174.8,3,New customer
14496,311,7,2363.89,1,Loyal customers
14497,308,2,697.0600000000001,0,Potential loyalists
14498,42,10,3900.83,2,Champions
14499,25,7,2101.79,5,At risk
14500,87,3,356.85,3,New customer
14501,183,2,251.21,3,New customer
14502,19,11,2429.83,1,Loyal customers
14503,2,6,3543.26,2,Champions
14504,46,4,673.26,3,New customer
14506,16,7,2960.25,1,Loyal customers
14507,23,11,3216.7400000000002,1,Loyal customers
14508,21,5,822.92,0,Potential loyalists
14509,533,1,110.95,4,Lost customer
14510,375,3,979.85,0,Potential loyalists
14511,10,5,1314.81,0,Potential loyalists
14512,187,7,1215.97,0,Potential loyalists
14513,100,6,788.01,0,Potential loyalists
14514,60,9,4380.04,2,Champions
14516,515,1,151.17,4,Lost customer
14517,32,2,330.45,3,New customer
14518,63,1,174.37,3,New customer
14519,683,2,203.14,4,Lost customer
14520,1,2,270.6,3,New customer
14521,490,1,199.45000000000002,4,Lost customer
14522,23,8,1748.42,5,At risk
14523,107,1,241.09,3,New customer
14526,388,1,258.65,4,Lost customer
14528,36,1,364.21999999999997,3,New customer
14529,59,3,578.61,3,New customer
14531,479,1,376.34,4,Lost customer
14532,235,11,3845.78,2,Champions
14533,24,11,3466.37,1,Loyal customers
14536,259,1,170.95,3,New customer
14537,57,2,641.4,3,New customer
14538,64,5,1370.8400000000001,0,Potential loyalists
14539,15,2,537.48,3,New customer
14540,9,11,3709.64,2,Champions
14542,185,1,103.25,3,New customer
14544,23,3,2938.53,1,Loyal customers
14545,673,1,349.25,4,Lost customer
14547,3,8,3974.75,2,Champions
14548,150,9,2541.29,1,Loyal customers
14549,310,4,913.6,0,Potential loyalists
14550,10,4,1345.06,0,Potential loyalists
14551,17,7,878.09,0,Potential loyalists
14552,151,3,507.93,3,New customer
14553,18,9,1818.6,5,At risk
14554,9,4,2279.4900000000002,5,At risk
14555,56,6,2304.03,5,At risk
14556,595,3,815.69,0,Potential loyalists
14557,84,1,788.38,0,Potential loyalists
14558,653,3,655.5,4,Lost customer
14559,389,1,75.6,4,Lost customer
14561,75,3,1080.76,0,Potential loyalists
14563,509,2,640.54,4,Lost customer
14564,434,2,2605.62,1,Loyal customers
14565,95,5,3859.2200000000003,2,Champions
14566,110,4,4092.0,2,Champions
14567,56,2,1530.3600000000001,5,At risk
14568,434,1,919.7,0,Potential loyalists
14569,0,4,597.3299999999999,3,New customer
14570,280,3,613.75,3,New customer
14571,424,1,160.0,4,Lost customer
14574,732,1,143.70000000000002,4,Lost customer
14575,487,1,420.22,4,Lost customer
14576,371,1,35.400000000000006,4,Lost customer
14577,12,7,1364.15,0,Potential loyalists
14578,2,1,168.63,3,New customer
14579,431,1,105.56,4,Lost customer
14580,517,1,14.850000000000001,4,Lost customer
14581,16,2,409.65,3,New customer
14582,40,1,114.11,3,New customer
14583,5,8,1660.29,5,At risk
14584,168,8,1738.16,5,At risk
14585,49,5,1143.27,0,Potential loyalists
14586,276,1,237.36,3,New customer
14587,18,9,1580.29,5,At risk
14588,577,1,135.39,4,Lost customer
14589,371,1,39.75,4,Lost customer
14591,14,4,1320.21,0,Potential loyalists
14592,34,3,557.94,3,New customer
14594,6,2,363.33,3,New customer
14595,19,8,2164.45,5,At risk
14596,626,1,222.22000000000003,4,Lost customer
14597,10,6,2184.63,5,At risk
14598,43,2,384.04,3,New customer
14599,389,2,457.89,4,Lost customer
14600,305,2,865.1700000000001,0,Potential loyalists
14601,10,1,213.96,3,New customer
14602,655,1,205.35999999999999,4,Lost customer
14603,274,1,660.0,3,New customer
14604,632,1,143.85999999999999,4,Lost customer
14605,373,4,921.5600000000001,0,Potential loyalists
14608,3,11,3352.94,1,Loyal customers
14609,71,10,1486.2,5,At risk
14610,395,2,24.35,4,Lost customer
14611,443,2,604.3299999999999,4,Lost customer
14612,414,1,877.7,0,Potential loyalists
14613,679,1,76.32000000000001,4,Lost customer
14614,385,1,295.13,4,Lost customer
14615,393,5,951.76,0,Potential loyalists
14616,242,5,527.78,3,New customer
14617,402,2,190.47000000000003,4,Lost customer
14618,8,7,1342.32,0,Potential loyalists
14619,245,2,1291.24,0,Potential loyalists
14620,205,2,412.78000000000003,3,New customer
14621,0,9,3000.57,1,Loyal customers
14622,184,1,320.58000000000004,3,New customer
14623,31,10,2016.98,5,At risk
14624,56,6,814.07,0,Potential loyalists
14625,195,11,4497.88,2,Champions
14627,378,1,462.75,4,Lost customer
14628,90,5,1998.0,5,At risk
14629,3,2,955.26,0,Potential loyalists
14630,483,1,338.65,4,Lost customer
14631,50,6,2025.69,5,At risk
14632,262,1,114.56,4,Lost customer
14633,265,1,344.90000000000003,3,New customer
14634,437,4,2124.46,5,At risk
14635,453,1,215.22,4,Lost customer
14636,35,2,609.85,3,New customer
14637,676,1,106.67999999999999,4,Lost customer
14638,50,1,443.6,3,New customer
14639,51,9,4978.96,2,Champions
14640,23,10,3649.36,2,Champions
14641,21,1,110.46,3,New customer
14642,58,1,96.12,3,New customer
14643,169,5,1679.89,5,At risk
14644,67,7,2247.72,5,At risk
14645,156,3,876.89,0,Potential loyalists
14647,200,2,506.04,3,New customer
14649,4,9,3651.19,2,Champions
14650,588,1,62.5,4,Lost customer
14651,66,9,2025.52,5,At risk
14652,76,1,114.18,3,New customer
14654,737,1,246.86,4,Lost customer
14655,7,7,3878.51,2,Champions
14656,168,5,790.0,0,Potential loyalists
14657,17,6,1450.19,5,At risk
14658,4,2,247.15,3,New customer
14659,8,9,2529.93,1,Loyal customers
14660,86,2,285.74,3,New customer
14661,26,1,107.95,3,New customer
14662,28,7,1376.43,0,Potential loyalists
14663,429,2,490.6,4,Lost customer
14664,19,2,636.24,3,New customer
14665,60,7,2749.65,1,Loyal customers
14666,23,1,195.25,3,New customer
14668,444,1,111.63,4,Lost customer
14669,241,7,3216.78,1,Loyal customers
14670,279,3,583.33,3,New customer
14671,548,2,1127.45,0,Potential loyalists
14672,234,4,1113.14,0,Potential loyalists
14673,2,7,3037.32,1,Loyal customers
14674,508,1,173.66,4,Lost customer
14675,15,2,1015.58,0,Potential loyalists
14677,592,1,184.91,4,Lost customer
14678,578,1,403.39,4,Lost customer
14679,381,3,1289.44,0,Potential loyalists
14681,70,6,875.1500000000001,0,Potential loyalists
14682,187,6,1514.81,5,At risk
14683,587,1,146.56,4,Lost customer
14684,25,6,1430.03,5,At risk
14685,575,8,4536.64,2,Champions
14686,413,5,852.53,0,Potential loyalists
14687,106,3,1402.06,0,Potential loyalists
14689,208,1,112.8,3,New customer
14690,43,4,777.68,0,Potential loyalists
14691,30,5,2114.33,5,At risk
14693,264,7,1165.36,0,Potential loyalists
14694,616,1,244.31,4,Lost customer
14695,518,3,1534.22,5,At risk
14696,3,8,2473.28,1,Loyal customers
